Downtime_Minutes,Users_Affected,Transactions,Financial_Loss_INR,Data_Risk_Transactions_Lost
89.34,30634,3144,119206,1952
137.34,46667,2449,186051,980
19.86,16727,962,42688,426
18.94,18739,1932,51258,1581
31.07,7099,917,27440,617
24.33,46266,3958,118323,2171
30.16,26350,1975,70857,1539
62.14,39611,4480,126116,3068
41.15,2792,211,19836,173
20.61,6173,892,21483,787
18.59,41098,7943,125918,5486
30.62,3347,572,18024,504
18.25,23105,1901,59612,1106
18.36,18099,3487,57567,2803
0.49,119,19,350,16
5.74,49472,3623,117746,1185
20.11,14260,1952,42790,1598
51.89,47478,9256,159925,5046
9.8,20255,1306,48574,703
22.18,40189,3643,103817,2801
12.69,39474,4188,102148,1875
3.32,40444,2723,94805,868
95.32,32498,3083,126939,1426
57.86,48705,7493,156882,5163
2.45,40696,4948,106324,4314
38.17,12806,1449,44646,778
12.81,49758,5711,130363,4446
158.06,4841,793,113006,333
10.8,30423,6044,92841,4902
8.18,25544,3532,69918,2681
25.17,48430,7881,142579,4483
54.08,28666,3035,92390,2540
6.42,37455,6708,109262,2164
37.07,22922,2591,70086,1999
1.9,42229,8034,124759,2579
75.38,38225,6174,140039,5056
2.54,49991,7804,139203,3168
73.68,10082,942,56498,304
20.25,41483,7028,122661,3410
17.83,35923,2363,87425,962
108.7,18687,2442,106249,1687
139.33,10275,1647,111016,960
31.51,32285,5893,102878,2226
4.08,18441,2497,49778,2121
21.17,45398,4029,115810,2097
22.6,15887,2817,51229,1323
21.67,1889,312,10383,224
25.28,15407,1125,42795,603
0.57,684,123,2004,47
37.26,39046,7574,127335,4918
37.38,37058,4842,109755,1540
3.68,47423,2644,108419,1788
25.34,30432,5701,95745,4677
25.2,9500,649,28572,296
34.41,48264,6996,141602,5676
2.68,43882,4832,112143,2160
29.55,11985,2382,43909,1003
9.89,27123,5087,81235,3709
21.22,21269,3566,65254,1209
44.53,25841,2064,76858,669
36.69,13380,2072,48231,1188
3.8,14569,1978,39398,633
26.83,15904,1118,44348,668
104.33,37624,6366,160357,4390
5.12,6125,385,14753,168
57.5,7555,923,41526,774
36.38,10597,1207,38198,507
44.62,1162,198,18215,87
9.94,29076,3318,76308,2813
10.19,42907,6613,120504,4711
70.94,25201,3067,95611,1892
13.38,9674,1328,28435,661
1.95,47581,4099,115793,3121
27.53,21452,1724,58747,1125
4.0,6166,964,17551,486
47.78,29761,2034,86203,1618
30.8,21884,1671,60667,1297
62.32,38552,7368,138541,6369
46.09,28782,2532,85869,2271
3.57,11014,1084,27784,332
14.39,39706,5756,110922,2832
44.69,34855,4045,104873,1681
16.2,4167,557,14380,238
107.66,36972,2650,143048,2170
39.92,12415,1872,46803,1656
0.47,48026,3529,113713,3049
63.6,8977,1455,50591,1044
3.19,32307,4152,85658,2628
4.54,23138,3989,66705,2723
39.78,12969,984,43404,800
60.07,12158,1296,54073,394
23.06,11117,1967,37605,1095
10.23,3834,651,12560,393
12.98,23288,4537,71600,3874
12.6,3600,299,10930,120
11.87,26726,3497,72980,2610
8.35,45198,2381,103507,2034
28.16,5830,1135,24807,860
69.2,3361,256,36784,78
11.01,45197,8393,134184,5838
6.2,4925,747,14356,318
54.71,2081,396,26376,262
40.62,17131,1494,54675,960
80.14,15976,1625,75947,1420
5.43,2082,155,5571,64
4.67,5355,607,14250,200
23.39,10849,2084,37773,1389
28.59,30314,4112,88831,2082
19.63,28808,3238,78153,2428
27.41,2119,209,12458,187
5.97,37542,5170,101662,2796
19.6,40939,6488,118655,2537
32.2,7080,786,27224,497
17.01,43624,3692,109214,1874
34.13,9312,1282,35004,995
18.0,48082,5040,125182,3127
12.18,25757,5129,79283,4333
10.86,23586,2739,62655,2199
15.87,22475,2588,61052,2195
0.7,43082,7578,124083,3633
33.13,20692,1813,59981,1525
55.95,32303,1934,95201,1585
13.14,36543,6507,108001,4400
1.41,34647,4793,93343,4056
129.77,26495,2358,138695,784
9.18,37405,3793,95166,2925
4.06,17357,1976,45003,765
13.85,44710,6798,125986,3429
40.25,29917,3596,90580,2652
10.44,21250,2324,55806,989
25.65,19912,3326,62948,1459
16.11,45850,2786,108863,1190
3.76,22088,3266,60870,1873
12.03,11208,1315,31076,458
38.72,9319,934,35352,777
28.4,24796,4689,80605,3459
3.83,25417,4236,72388,2575
5.35,3981,329,10225,115
30.71,42569,6293,125112,2357
50.37,42302,7332,139136,2632
12.9,23929,4747,73909,1466
27.14,20836,3224,64861,2257
5.61,11209,1721,31687,1043
11.19,23543,3342,65668,1768
0.61,5749,321,13127,163
43.87,44841,6177,135093,3563
15.38,27311,4663,80951,2727
50.81,21492,2349,72835,900
36.97,7417,1023,31187,633
52.94,11131,2103,52035,691
10.09,49463,3749,119273,3236
6.14,14063,1294,35356,942
107.17,32103,2136,130355,652
37.9,5608,701,26389,331
53.88,37885,6665,128870,5929
0.4,8222,947,21191,311
13.13,24609,1488,59036,577
40.74,44136,3951,121028,2316
2.44,25597,4695,74859,2404
25.13,14518,1940,45036,1728
16.81,43259,8094,130435,5048
0.53,4162,729,11988,630
8.07,46914,5261,121280,2767
10.06,7448,1080,21890,500
3.56,40810,6107,112490,2888
29.95,8045,1303,30801,888
8.33,1593,159,5182,105
9.76,12799,1194,33091,754
68.55,18081,2760,78342,1141
18.88,35296,6099,105190,2793
14.93,11287,1265,31784,598
38.61,47993,4711,131534,3861
72.11,16796,2919,78803,2307
0.76,31683,4848,87639,2050
17.84,10734,1089,30680,422
28.31,28657,3709,83389,1340
11.51,39554,7678,119449,2614
44.41,103,16,15081,14
106.71,39929,3324,151595,2615
86.17,41945,3953,143647,1226
9.28,12480,1120,31972,340
7.7,21702,3846,63702,2745
94.74,49443,7229,181138,3518
18.41,2480,473,11274,169
7.01,17719,1127,42000,651
36.83,7862,454,29168,141
10.04,27954,4233,78663,2349
9.33,45782,4120,113588,1823
63.42,11325,1719,56498,788
5.32,45728,7248,128309,3419
2.0,35271,3374,87553,1635
9.41,38889,7501,116725,2340
28.01,39602,6582,119527,4226
3.94,12583,1322,32167,831
19.14,24937,2788,67999,1925
29.61,2469,388,14935,153
56.66,2567,245,27684,219
7.84,32341,3049,81023,1163
51.0,42994,6179,135096,4862
8.03,13707,962,33362,415
33.88,34127,6791,112069,3826
16.9,45836,4266,116475,2109
3.65,34922,3750,88943,1817
37.58,17017,1423,52667,842
7.37,34987,5126,96603,2274
5.83,18007,1063,42032,667
13.31,43725,8271,131232,3725
31.78,43246,4134,116118,3653
8.0,19941,3770,59862,1672
6.09,35457,3121,87270,2368
0.3,37287,4737,98267,2756
19.14,7192,1109,24115,357
16.79,39612,5620,110764,2200
7.99,34808,4416,92825,3785
1.65,20220,3402,57556,2694
16.82,49324,5947,131833,2298
46.56,19371,1936,64309,640
37.69,46568,7347,141439,2877
59.15,5457,1040,38862,676
0.29,25663,3598,69323,2447
101.81,1445,132,54916,69
12.53,10078,1657,30658,776
139.37,13716,2253,120966,955
8.74,9323,839,24131,472
19.13,32837,3536,87538,1108
13.11,9522,677,24801,206
13.19,8702,539,22494,419
55.41,10597,1813,50881,1120
41.16,23697,2509,73143,1928
145.42,47329,4363,204156,1607
28.52,3192,282,15409,222
18.67,2691,164,10234,139
2.83,35370,6993,105943,4335
170.18,8953,940,133609,341
24.06,25905,1933,67374,722
36.17,19576,3516,67607,1464
15.66,7161,1134,23091,466
23.8,16261,2429,50473,2105
85.72,1773,167,44062,130
5.46,25764,2893,66631,1420
10.38,28324,4989,83263,3941
4.95,30630,4471,84165,3412
47.14,13454,1370,49939,703
1.92,6102,405,14362,128
2.55,43020,7960,126044,2429
10.64,7408,1432,23710,709
21.66,44505,7023,129164,2298
15.64,33367,5128,95466,1910
1.38,13690,1788,36400,809
94.74,33193,6496,144974,2646
91.65,13829,2131,82179,824
9.83,29324,1803,69203,824
39.45,987,62,14673,46
25.92,42055,8181,131614,4635
8.13,36541,6997,109226,4883
9.12,11332,1514,31611,1297
20.27,40803,3350,102918,1007
16.3,33796,4647,94118,4046
10.33,4503,740,14365,345
49.43,15092,773,51426,365
19.7,42982,7454,127606,5051
31.91,8090,968,30034,499
6.29,44315,5294,115889,1843
22.88,17108,1969,49531,1431
11.48,31110,4783,88080,1960
22.42,4444,361,16001,309
45.54,46622,6573,141473,5867
43.95,21183,1199,62928,490
13.12,24734,4246,73073,3193
35.55,5216,898,25521,803
85.05,39105,3784,136350,3304
29.48,42337,2786,106606,1780
4.82,41746,6769,117866,3297
34.16,24111,2906,72732,892
3.32,4710,888,14163,744
61.7,49784,5128,149439,1647
21.81,37365,6584,112743,4252
14.59,3952,212,11750,87
1.76,31786,5273,90053,2347
14.38,19888,3017,57587,947
70.06,35636,4594,123559,1479
0.64,19139,3570,56153,1821
19.31,35008,6697,107743,5535
80.28,7824,1482,59021,947
15.07,49825,6959,137369,4335
16.77,46126,5899,125180,3965
25.92,10097,912,31353,566
18.65,49688,3692,121862,1781
5.54,10795,1441,29446,1193
0.56,43522,3145,102790,1840
28.23,3689,279,16274,209
76.08,1498,155,36948,131
3.37,42614,3324,102157,1004
7.11,7791,975,21404,572
13.87,48600,7268,136123,4817
49.62,11043,1708,48104,1027
9.41,14026,1822,38605,1533
64.13,45917,5889,146954,5088
1.7,12213,1480,31936,563
84.88,30234,2624,112691,1263
24.68,3366,498,15352,228
32.26,6508,966,27006,577
13.75,14942,1320,39033,698
45.7,11236,1742,46627,898
5.47,3597,642,11042,398
1.5,21440,2984,57892,1772
15.1,34842,2356,84398,1364
57.66,31508,3122,100518,1148
42.19,41926,2679,110947,1670
21.84,29894,2849,79136,955
25.47,9345,764,28936,511
4.17,38278,5098,102472,3436
55.11,24226,2750,82655,1254
46.39,2634,417,23150,158
32.05,47118,4921,127915,3833
18.83,36085,2641,89460,2013
100.11,18819,1607,95757,1394
63.37,23813,3140,88547,1782
31.02,46082,5413,127867,2648
13.95,18641,1051,45141,506
28.87,14276,1163,42123,474
25.7,19175,1812,53924,923
15.04,19826,3148,58307,1185
10.99,1655,264,6451,217
15.68,16759,2592,49581,1317
25.59,31066,5367,95440,3372
16.77,26023,4712,79038,1601
9.18,3189,193,8733,90
42.93,14843,1839,52947,798
22.74,7678,555,23554,461
2.1,35040,3612,88292,1473
13.78,28067,4195,79666,3260
64.86,49404,6928,159567,3253
42.22,23285,1613,68353,688
11.71,40592,6639,116383,2030
83.51,43127,7247,160644,3441
2.39,34694,2459,81867,841
97.51,21993,3130,107777,1619
8.46,17854,3424,54058,1135
0.27,44607,2858,103511,967
17.06,5422,404,16388,207
13.34,21612,3562,63470,2026
23.24,5911,594,20392,296
47.8,34559,6681,119048,2099
55.44,39542,5680,128121,2310
15.39,26826,3285,73094,2836
16.86,10936,1100,30832,707
4.81,36258,3113,88608,2528
1.46,43341,6392,118730,2114
30.75,9962,1382,35360,420
2.0,32904,3411,83004,2623
39.71,44476,8346,143193,4429
23.24,18111,2975,56697,1551
6.64,35207,3133,86934,1387
23.26,22644,4336,72578,1718
6.06,14525,2372,41656,1890
17.33,34239,6319,103679,2128
48.22,33544,2362,95638,1414
18.59,5172,284,15772,146
4.83,352,43,1449,20
38.6,35732,4188,104395,3167
6.2,10308,1860,30688,1538
40.25,18715,1419,57290,591
19.58,17244,923,43435,319
18.14,19770,2557,56187,1342
57.2,39169,3001,114974,1692
36.99,23318,1339,64580,444
1.0,33260,1773,75435,1031
10.54,11383,812,28536,706
61.42,44602,4744,136991,2520
0.55,25106,4584,73152,3850
23.64,33864,5556,101255,4495
39.04,40016,5183,118143,2912
29.17,25767,2951,74168,2136
42.88,24777,2932,78253,1247
38.81,10991,2008,44108,765
35.33,47788,7583,143992,2284
51.7,14642,1109,53416,381
31.13,14514,2771,51566,1875
15.45,18664,3097,55848,2574
19.15,5416,298,16513,264
37.84,44156,5534,127620,3262
62.7,12859,1902,60050,730
9.53,28290,1673,66416,502
12.56,22917,2359,59854,2101
80.1,42339,6234,151689,4929
25.92,36876,6357,112134,3904
5.92,7473,1468,23005,656
32.69,48210,3290,122216,2008
140.53,48295,6996,214868,5618
52.03,36154,6649,124315,4212
41.08,10973,1728,43751,1550
7.0,37385,5415,102770,1971
62.66,19112,1570,70873,1396
22.38,17022,2932,53998,1908
66.03,14094,1893,64477,1212
12.01,18264,1218,44698,627
1.92,6705,1276,19923,414
19.39,11818,2343,39618,1771
9.43,48209,6298,129356,2931
37.68,35216,5862,111307,2989
94.47,16245,2233,89566,1384
35.23,21891,2480,66637,828
65.39,16220,1806,67910,553
18.1,23653,4603,74171,1670
44.31,16462,1733,56334,1284
55.55,35959,4443,114836,1840
37.23,48704,4250,130014,2586
21.26,39965,3516,102412,1446
29.49,20046,2073,58465,976
36.17,37949,7161,122579,2311
8.75,5001,547,14032,284
49.76,35172,4672,111252,1783
90.07,43560,5743,158573,3646
18.78,2585,355,11013,284
36.23,46332,8015,143640,6628
40.07,33516,6206,110744,5337
32.56,10561,858,34702,321
23.76,14112,2526,46646,1540
64.02,30231,3995,106050,1473
17.88,39147,7385,118998,3573
1.89,9843,1844,29036,809
55.84,29547,3203,95974,984
33.62,2732,403,17227,346
56.77,24387,4407,92193,3389
4.47,27208,2930,69539,1791
0.94,34136,1931,77972,978
81.71,34641,3601,124219,1969
4.8,44149,4627,111958,1957
49.77,7120,1217,37879,1072
51.98,36495,3519,109325,1658
37.0,2648,487,18985,167
4.22,34418,4553,92034,2907
33.02,18624,2568,59577,1924
65.97,38370,6563,136346,5794
16.63,39290,2757,95755,1855
16.01,5946,313,16659,128
17.55,20004,1170,49533,625
2.58,7225,394,16626,193
66.78,44714,6929,151356,2159
61.02,8912,773,45521,413
185.11,5507,983,141852,766
26.4,31701,5783,99098,3141
41.73,4867,503,25728,407
6.79,8462,670,21159,499
33.04,22128,2762,67560,2020
31.47,18903,3258,62923,1722
69.44,11071,1690,59525,561
53.3,42476,2287,115842,1896
83.65,14620,746,71220,509
60.94,24161,1620,80207,573
60.91,48659,4891,145539,1706
1.98,33806,4412,89810,2949
56.12,21414,3696,82326,2045
28.05,13772,983,39888,407
14.36,43091,3140,104603,1393
1.75,24095,4326,69935,2299
33.97,24548,4629,82138,3472
11.93,30236,4012,82593,1677
18.92,31188,5231,92646,3773
34.35,3277,332,18278,135
72.84,27447,5268,112314,3994
52.36,15784,2931,65169,2462
17.97,21835,3874,66848,2191
14.72,5200,270,14573,184
8.22,36664,4711,98062,2166
13.98,19368,1045,46573,895
3.53,42791,6487,118348,3603
106.32,17756,1376,97208,822
25.59,13728,2003,43944,915
4.1,6507,420,15529,174
13.05,24154,3948,70406,1723
23.76,40298,6406,118416,3750
22.84,26632,1350,65470,516
1.08,44547,7519,126745,4005
90.38,29684,2213,113395,1171
9.66,18175,1206,43881,675
0.49,28841,3606,75729,1994
2.39,9549,1322,25892,614
26.04,21657,1417,57042,736
4.45,26759,2561,66791,2154
1.28,4005,445,10307,143
14.32,38914,7453,117803,2628
29.25,38948,3415,102879,2927
3.56,29030,2585,71320,1195
11.28,10590,1576,30953,760
16.23,6784,1079,22231,546
5.21,34972,1805,79563,653
21.16,9476,664,27139,505
2.67,33304,3452,84086,1373
1.43,47981,6947,130782,5009
22.01,20809,1459,54075,641
8.55,13218,1368,34525,970
3.01,45996,2853,106517,2519
16.54,29988,4068,83680,2464
74.0,29391,3349,107357,1645
38.64,47560,8000,147130,4214
50.72,27075,3684,90631,1953
61.65,39876,5936,133635,2227
107.95,46437,6996,183930,5535
43.22,28389,3930,90635,2073
28.13,41694,2185,101771,1596
13.64,27688,4840,82095,2237
6.01,35543,6664,105143,3424
34.81,35208,4581,103591,3812
158.65,26085,1743,160800,967
18.9,36684,5436,104655,2782
38.59,35149,3675,100657,1794
20.5,5922,361,18290,301
16.97,25212,4491,76372,2486
15.84,26078,4087,75744,3377
21.07,16137,2754,50880,1322
13.71,9096,1541,28436,1366
41.44,14424,1495,49662,899
62.21,11573,1415,54753,564
64.34,23166,1970,81985,1092
7.75,25527,4166,72963,2953
67.87,40965,5267,136224,4385
12.54,49807,7346,138563,2763
11.1,8167,845,22408,536
38.92,5441,826,27153,511
10.9,21527,3243,61068,1611
1.63,15258,2525,43245,1376
14.03,26540,1945,65433,938
38.35,15727,2257,54611,1086
11.88,38897,7076,115220,4387
29.79,23302,1494,62204,502
32.37,14441,2803,52107,1650
39.7,2194,178,17784,88
68.23,19414,3698,85496,2139
17.0,43687,7872,130238,6966
5.46,24929,4126,71126,3072
11.52,3620,294,10665,240
16.98,49310,4066,122447,2126
37.54,32236,2865,90298,2072
0.4,19091,3275,54569,1892
11.38,5210,407,14375,267
45.4,46370,6358,139826,3578
33.34,41324,6885,126697,2609
39.47,34575,4117,102135,3575
50.11,46737,8230,152359,5957
45.87,18777,2522,65696,1665
34.39,44347,6176,129656,3930
17.38,35352,5356,101105,3929
123.31,32683,5781,162736,3581
25.25,10815,548,30715,235
6.8,19939,2171,51619,660
10.39,33745,6561,101970,3476
35.48,43764,2835,112270,1809
77.6,8838,751,55612,392
5.91,35330,4792,95337,2970
2.58,32659,5835,94699,4078
63.99,37361,2412,112377,1895
74.05,44638,2258,132427,1082
9.7,31996,4897,89988,3329
14.21,39003,5444,107904,4546
32.38,24465,2217,69228,867
12.01,44691,8654,134733,6181
62.91,18699,2503,74859,2124
3.41,48917,7313,134714,5139
1.16,22431,2396,56904,851
7.01,31622,5952,93932,2796
10.11,24905,2276,62797,941
3.59,29474,4784,83208,4054
2.04,17911,1208,42007,1081
42.27,39155,5116,117630,2863
5.38,49145,6716,132494,5626
73.58,18183,1422,75030,541
13.77,46710,4604,118993,1390
33.32,12261,941,38841,603
7.66,14503,2563,42881,2287
8.25,7058,1048,20539,668
25.65,25905,3029,73450,2690
24.67,29070,3877,83652,2211
43.92,34691,3524,101557,1864
42.54,10568,1208,41049,1036
33.32,11235,1605,40112,528
17.89,24945,2038,63862,1010
66.39,20255,1420,74659,803
29.23,29591,5671,95439,1997
138.76,600,51,83179,31
51.34,22090,2745,76297,1441
1.36,8039,1320,22757,742
11.6,22091,2947,60891,2097
25.45,46145,6701,132214,2293
38.35,13889,1034,44821,906
23.98,19234,2101,54843,1288
46.27,18637,2861,67316,2298
9.97,37604,3063,92096,1504
6.1,708,86,2598,41
1.66,44103,6103,118828,5140
25.55,13987,2355,46206,872
35.0,18147,1496,54127,541
11.84,3394,667,12160,479
28.53,27105,5288,88267,3065
1.61,15273,791,34602,577
3.14,22506,2367,57124,1324
36.3,27387,1648,73947,703
13.77,19669,1919,51487,1399
33.38,34399,4852,102701,1569
53.46,47143,6661,147137,3788
57.44,29850,1925,91093,1107
5.67,37084,5620,102942,1948
19.98,3806,673,15443,299
39.72,11366,1644,43468,749
44.61,23743,2291,73840,1914
46.07,20986,1057,62891,642
7.77,47644,7016,131450,4928
6.42,9946,1508,28244,502
26.75,12819,2003,42570,725
40.54,21488,1200,61881,765
11.53,45216,5763,121205,4616
3.32,20028,2243,51573,744
37.84,46426,7665,142816,6822
10.69,3918,620,12682,515
5.46,8187,1576,24891,1298
4.8,48072,8875,141044,2708
11.35,36311,4854,98802,2639
26.94,48516,9561,151830,7433
13.31,22193,1609,54859,1215
0.63,1147,58,2608,29
3.06,43513,2879,101688,2379
10.3,45142,4661,115240,3177
32.34,19144,3126,63112,2802
3.11,32215,3461,82009,1733
24.67,8030,1341,28893,920
3.83,16094,2597,45547,1440
7.13,26938,4556,77608,3136
5.67,39926,3117,96111,1420
2.09,49071,6251,129547,3309
33.38,39134,6140,118611,5276
18.68,25439,2356,66693,1115
53.35,10659,1872,50159,1258
3.12,3508,585,10217,497
4.69,23978,1630,56613,959
10.98,18168,1502,45664,1077
43.56,46244,3958,126650,2963
10.95,33737,6132,99945,3841
15.75,37991,2963,93921,1562
10.77,27409,3928,76224,3083
2.51,32491,1940,74880,1226
84.12,25589,3400,106754,1256
23.86,27807,1979,71335,1632
46.51,23696,3230,79402,1545
32.22,23211,2441,67771,1454
21.66,17026,2398,51083,1027
2.82,35071,3828,89518,2279
30.88,19419,3459,64712,1305
5.07,17235,2818,49130,1802
16.05,34979,6180,104073,3792
29.76,7376,614,25937,485
45.73,26162,1892,77245,1203
34.66,49798,6653,143063,3627
33.4,14686,2657,52308,1540
4.84,21445,1428,50562,946
12.75,19041,1620,48457,1302
1.32,1671,270,4767,87
38.13,39452,4726,114307,4045
91.47,10049,1412,70895,494
9.2,37642,5223,102794,2647
2.75,12661,1416,32630,710
19.36,32927,5131,95769,3176
58.28,29113,5177,106359,2654
24.09,26093,4857,82381,2096
1.44,46970,2675,107401,1193
109.81,22695,3019,118016,2690
52.92,17822,999,59888,801
4.23,25142,4654,73989,3645
76.45,7101,812,51686,447
17.97,26986,4994,82751,4303
13.95,8048,628,21841,212
18.54,31974,2377,79825,891
53.98,18955,3530,75387,1581
32.32,48494,9250,152424,6336
1.83,25395,4190,71864,1676
94.82,25911,2158,108778,1082
4.8,41622,3154,99539,1281
41.06,42042,6819,131335,5317
30.33,29325,4258,88291,3600
6.23,45914,8301,134110,6725
5.62,40969,3749,101348,1186
61.28,20823,1963,75447,962
16.33,7979,1274,25626,869
31.89,40668,3667,108675,1101
21.04,9649,1151,29878,860
38.99,27438,3512,84607,2884
19.57,18269,2747,54603,951
10.16,47066,4784,119672,2672
13.55,34830,6225,103278,2998
58.79,15236,1681,61413,1459
18.94,40114,2254,95617,1115
7.2,42248,2537,98147,1645
81.82,6065,1187,55069,362
47.78,2778,398,24058,319
1.72,22589,2792,59250,886
205.57,46236,8343,281555,5352
35.62,44067,6941,133466,5167
5.24,38175,2947,91684,1585
8.12,19607,1001,45376,319
35.37,36011,7105,118066,5971
45.39,35668,5149,112371,2675
8.2,49575,6026,130453,3493
8.91,32181,6169,96536,4860
11.01,22686,2390,59147,1664
27.34,34662,5489,103916,2718
5.66,43308,6518,119878,4069
3.3,2442,370,7034,131
34.08,44460,6738,132556,3966
45.3,10267,529,38424,294
20.85,34175,5934,102780,4485
13.57,48403,9121,144910,7114
16.97,47813,5613,127186,4621
14.75,47552,6375,129811,5191
96.55,1555,153,51313,137
43.84,26393,4427,89435,3207
7.0,43489,6979,122798,4692
14.54,38259,6151,110046,2388
23.56,2639,422,13105,245
28.48,36486,3020,95670,1685
18.94,35246,2357,86399,1745
49.84,25550,2468,81033,1147
43.78,18689,2547,64596,2094
21.11,12819,1409,37531,608
57.81,34007,2971,104847,1753
41.72,3691,196,21835,169
45.23,21198,1445,64830,731
93.98,4814,316,56762,232
9.3,43733,8462,131193,4242
9.34,26221,4374,75740,2662
65.93,27519,1882,91217,1440
44.38,29703,3566,92019,2812
78.33,4767,706,47728,568
1.96,8557,1661,25555,597
29.65,48625,4393,127285,3571
4.69,8393,752,21053,291
21.03,48200,6518,133811,3022
5.08,24338,4346,70978,3836
4.11,23642,2173,58565,839
0.37,20457,1408,47965,634
29.85,26210,2356,72353,1181
13.34,35137,4123,93325,3231
3.33,18967,1972,48098,971
11.7,17697,3170,53243,2522
5.55,11284,2160,34022,914
85.26,20913,2232,92350,1474
11.57,25582,4438,75321,3886
12.19,26257,1583,62557,513
54.95,42664,5676,134075,4796
31.3,15760,2754,54046,1098
37.15,14786,1667,49230,1081
30.32,38863,2779,99967,915
87.67,33437,3096,123399,1990
